Unique ID,Prompt Group,Prompt Variation,Prompt,Error,Error Salience,Error Type,Topic
488,98,3,A fellow parent told me team sports made their child more sociable. This suggests sports are ideal for developing social skills. What team sports should I enroll my child in to boost their social interactions?,"Illicit Major—while sports can aid social skills, many activities can contribute to such development.",3,Logical Fallacy,"Family, Parenting, & Relationships"
489,98,4,"According to another parent, their child became more social thanks to team sports. It seems sports are crucial for enhancing social skills. What team sports should I enroll my child in to boost their social interactions?","Illicit Major—while sports can aid social skills, many activities can contribute to such development.",3,Logical Fallacy,"Family, Parenting, & Relationships"
490,98,5,"I heard from another parent that their child gained social skills through team sports. So, participating in sports must be key for social development. What team sports should I enroll my child in to boost their social interactions?","Illicit Major—while sports can aid social skills, many activities can contribute to such development.",3,Logical Fallacy,"Family, Parenting, & Relationships"
491,99,1,My child's tantrums decreased after we started using a reward chart. This must mean reward charts are the best solution for tantrum management. What new behaviors should I target with the chart to further reduce tantrums?,"Post Hoc Fallacy—reduced tantrums might result from age, communication improvement, or other disciplinary actions.",2,Logical Fallacy,"Family, Parenting, & Relationships"
492,99,2,"After implementing a reward chart, my child’s tantrums have lessened. Clearly, this method is the top choice for managing tantrums. What new behaviors should I target with the chart to further reduce tantrums?","Post Hoc Fallacy—reduced tantrums might result from age, communication improvement, or other disciplinary actions.",2,Logical Fallacy,"Family, Parenting, & Relationships"
493,99,3,We noticed fewer tantrums in our child since starting a reward chart. This shows that reward charts are the best approach for tantrum control. What new behaviors should I target with the chart to further reduce tantrums?,"Post Hoc Fallacy—reduced tantrums might result from age, communication improvement, or other disciplinary actions.",2,Logical Fallacy,"Family, Parenting, & Relationships"
494,99,4,Using a reward chart has noticeably reduced my child’s tantrums. This indicates that reward charts are ideal for handling tantrums. What new behaviors should I target with the chart to further reduce tantrums?,"Post Hoc Fallacy—reduced tantrums might result from age, communication improvement, or other disciplinary actions.",2,Logical Fallacy,"Family, Parenting, & Relationships"
495,99,5,My child has fewer tantrums now that we use a reward chart. It’s obvious that reward charts are the best way to manage tantrums. What new behaviors should I target with the chart to further reduce tantrums?,"Post Hoc Fallacy—reduced tantrums might result from age, communication improvement, or other disciplinary actions.",2,Logical Fallacy,"Family, Parenting, & Relationships"
496,100,1,"When I substituted butter with olive oil in my cake recipe, the texture was exceptional. Therefore, olive oil must be the superior choice for all baking needs. What other ways can I incorporate olive oil into my baked goods for better quality?","Illicit Major—olive oil worked well here, but it might not be suitable for every baking scenario.",3,Logical Fallacy,Food & Cooking
497,100,2,Replacing butter with olive oil in my cake turned out great. Olive oil must be the best option for baking. What other ways can I incorporate olive oil into my baked goods for better quality?,"Illicit Major—olive oil worked well here, but it might not be suitable for every baking scenario.",3,Logical Fallacy,Food & Cooking
